campaign_id,impressions,clicks,conversions,cost,avg_conversion_value,has_lift_test,lift_test_data,has_geo_experiment,geo_data,lift_test_control_conversions,lift_test_treatment_conversions,lift_test_control_size,lift_test_treatment_size,geo_treatment_pre_conversions,geo_treatment_post_conversions,geo_control_pre_conversions,geo_control_post_conversions,geo_treatment_regions,geo_control_regions,baseline_conversions,true_incremental_conversions,true_iROAS,availability_type
campaign_0186,1209193,33505,3416,29850.9,126.94,True,"{'control_conversions': 209, 'treatment_conversions': 261, 'control_size': 96497, 'treatment_size': 96497}",True,"{'treatment_pre_conversions': 769.9130308311375, 'treatment_post_conversions': 1396.308530698711, 'control_pre_conversions': 676.0465154756021, 'control_post_conversions': 700.048364463211, 'treatment_regions': 9, 'control_regions': 4}",209,261,96497,96497,769.9130308311375,1396.308530698711,676.0465154756021,700.048364463211,9,4,2931.9135,503.6812,2.1418,both
campaign_0187,316895,2404,138,4907.11,59.57,False,,False,,,,,,,,,,,,54.2476,80.1795,0.9733,neither
campaign_0188,1884172,34425,4232,135955.79,182.21,False,,False,,,,,,,,,,,,2397.3184,1896.3556,2.5416,neither
campaign_0189,681871,13009,787,53008.4,72.93,True,"{'control_conversions': 23, 'treatment_conversions': 57, 'control_size': 44608, 'treatment_size': 44609}",False,,23,57,44608,44609,,,,,,,401.3635,371.1575,0.5107,lift_only
campaign_0190,283177,9929,781,40825.48,141.63,True,"{'control_conversions': 14, 'treatment_conversions': 73, 'control_size': 17268, 'treatment_size': 17269}",False,,14,73,17268,17269,,,,,,,488.2714,285.4368,0.9902,lift_only
campaign_0191,177213,4056,448,6622.94,71.11,False,,True,"{'treatment_pre_conversions': 95.72606467847903, 'treatment_post_conversions': 182.43594115963458, 'control_pre_conversions': 90.44370200474675, 'control_post_conversions': 84.68921171181972, 'treatment_regions': 6, 'control_regions': 6}",,,,,95.72606467847903,182.43594115963458,90.44370200474675,84.68921171181972,6,6,350.7836,103.7371,1.1138,geo_only
campaign_0192,1919360,57663,3389,244579.86,110.39,True,"{'control_conversions': 153, 'treatment_conversions': 288, 'control_size': 160298, 'treatment_size': 160298}",True,"{'treatment_pre_conversions': 557.5691494630153, 'treatment_post_conversions': 2029.5754816178903, 'control_pre_conversions': 475.86643141945564, 'control_post_conversions': 452.71298218130414, 'treatment_regions': 9, 'control_regions': 6}",153,288,160298,160298,557.5691494630153,2029.5754816178903,475.86643141945564,452.71298218130414,9,6,1789.7497,1610.8021,0.727,both
campaign_0193,956403,11928,1657,40785.0,229.73,False,,False,,,,,,,,,,,,1005.1502,671.6954,3.7835,neither
campaign_0194,165447,4974,447,13792.02,223.69,False,,True,"{'treatment_pre_conversions': 67.7709513564326, 'treatment_post_conversions': 235.40504689774417, 'control_pre_conversions': 47.69067543030334, 'control_post_conversions': 47.75681193850916, 'treatment_regions': 6, 'control_regions': 10}",,,,,67.7709513564326,235.40504689774417,47.69067543030334,47.75681193850916,6,10,266.7118,182.2451,2.9558,geo_only
campaign_0195,590539,16524,1096,54244.18,67.01,False,,False,,,,,,,,,,,,699.6498,366.884,0.4532,neither
campaign_0196,1333920,32451,3893,144543.64,231.34,False,,False,,,,,,,,,,,,2417.3675,1506.9963,2.4119,neither
campaign_0197,338611,8223,1031,16907.53,174.96,True,"{'control_conversions': 41, 'treatment_conversions': 60, 'control_size': 16474, 'treatment_size': 16474}",False,,41,60,16474,16474,,,,,,,645.5778,406.8244,4.2098,lift_only
campaign_0198,1990835,29735,1933,51018.92,199.41,True,"{'control_conversions': 63, 'treatment_conversions': 189, 'control_size': 180820, 'treatment_size': 180820}",False,,63,189,180820,180820,,,,,,,763.1551,1159.1376,4.5306,lift_only
campaign_0199,502898,16037,1054,61057.91,144.26,True,"{'control_conversions': 44, 'treatment_conversions': 67, 'control_size': 28388, 'treatment_size': 28388}",True,"{'treatment_pre_conversions': 133.9118610236187, 'treatment_post_conversions': 504.30579165748514, 'control_pre_conversions': 104.85193614838127, 'control_post_conversions': 106.36878113582203, 'treatment_regions': 8, 'control_regions': 4}",44,67,28388,28388,133.9118610236187,504.30579165748514,104.85193614838127,106.36878113582203,8,4,607.9836,437.67,1.0341,both
